block,stimulus,response,score,rt,name
1,love,a,1,864,p1
1,joy,a,1,825,p1
1,good,a,1,737,p1
1,pleasure,a,1,649,p1
1,hurt,l,1,693,p1
1,evil,l,1,456,p1
1,agony,l,1,1162,p1
1,nasty,l,1,686,p1
1,happy,a,1,667,p1
1,bad,l,1,672,p1
2,white4,a,1,2146,p1
2,black2,l,1,1255,p1
2,white5,a,1,938,p1
2,black1,l,1,633,p1
2,white2,a,1,1289,p1
2,black5,l,1,545,p1
2,white3,a,1,836,p1
2,white1,a,1,733,p1
2,black4,l,1,521,p1
2,black3,l,1,541,p1
3,white3,a,1,1700,p1
3,happy,a,1,690,p1
3,evil,l,1,594,p1
3,agony,l,1,1217,p1
3,nasty,l,1,600,p1
3,joy,a,1,513,p1
3,black2,l,1,680,p1
3,good,a,1,695,p1
3,black1,l,1,654,p1
3,love,a,1,549,p1
3,black5,l,1,1026,p1
3,white5,a,1,849,p1
3,black4,l,1,780,p1
3,hurt,l,1,692,p1
3,pleasure,a,1,652,p1
3,white1,a,1,874,p1
3,bad,l,1,1042,p1
3,black3,l,1,592,p1
3,white4,a,1,884,p1
3,white2,a,1,824,p1
4,white2,l,1,953,p1
4,black1,a,1,852,p1
4,black5,a,1,594,p1
4,white5,l,1,451,p1
4,black2,a,1,501,p1
4,black4,a,1,489,p1
4,white1,l,1,633,p1
4,black3,a,1,531,p1
4,white4,l,1,631,p1
4,white3,l,1,688,p1
5,white3,l,1,1473,p1
5,white2,l,1,919,p1
5,white4,l,1,827,p1
5,nasty,l,1,1276,p1
5,good,a,1,674,p1
5,agony,l,1,760,p1
5,happy,a,1,626,p1
5,black5,a,1,774,p1
5,black4,a,1,639,p1
5,white5,l,1,767,p1
5,white1,l,1,827,p1
5,hurt,l,1,757,p1
5,joy,a,1,493,p1
5,black3,a,1,731,p1
5,bad,l,1,992,p1
5,evil,l,1,565,p1
5,black1,a,1,767,p1
5,love,a,1,586,p1
5,black2,a,1,509,p1
5,pleasure,a,1,618,p1
1,hurt,l,1,2276,p2
1,nasty,l,1,1006,p2
1,happy,a,1,684,p2
1,good,a,1,547,p2
1,agony,l,1,889,p2
1,pleasure,a,1,534,p2
1,evil,l,1,435,p2
1,joy,a,1,449,p2
1,bad,l,1,563,p2
1,love,a,1,493,p2
2,black1,l,1,1385,p2
2,black4,l,1,1248,p2
2,white1,a,1,703,p2
2,white5,a,1,740,p2
2,black2,l,1,551,p2
2,white2,a,1,731,p2
2,black3,l,1,572,p2
2,white3,a,1,684,p2
2,white4,a,1,786,p2
2,black5,l,1,546,p2
3,black1,l,1,1585,p2
3,black2,l,1,767,p2
3,good,a,1,789,p2
3,bad,l,1,510,p2
3,nasty,l,1,645,p2
3,white2,a,1,653,p2
3,white5,a,1,548,p2
3,love,a,1,669,p2
3,black5,l,1,583,p2
3,joy,a,1,592,p2
3,happy,a,1,563,p2
3,white3,a,1,609,p2
3,agony,l,1,856,p2
3,evil,l,1,431,p2
3,white4,a,1,646,p2
3,hurt,l,1,610,p2
3,black3,l,1,739,p2
3,white1,a,1,623,p2
3,pleasure,a,1,475,p2
3,black4,l,1,582,p2
4,white2,a,0,556,p2
4,black3,a,1,1667,p2
4,white1,l,1,788,p2
4,black4,a,1,533,p2
4,black5,a,1,698,p2
4,black2,a,1,502,p2
4,white4,l,1,564,p2
4,white5,l,1,569,p2
4,black1,a,1,346,p2
4,white3,l,1,513,p2
5,black2,a,1,800,p2
5,joy,a,1,692,p2
5,white2,l,1,577,p2
5,black5,a,1,580,p2
5,white1,l,1,575,p2
5,hurt,a,0,1311,p2
5,agony,l,1,1092,p2
5,bad,l,1,870,p2
5,nasty,l,1,657,p2
5,white4,l,1,744,p2
5,happy,a,1,774,p2
5,pleasure,a,1,655,p2
5,evil,l,1,618,p2
5,good,a,1,759,p2
5,love,a,1,518,p2
5,white5,l,1,623,p2
5,white3,l,1,512,p2
5,black4,a,1,582,p2
5,black1,a,1,458,p2
5,black3,a,1,378,p2
1,good,a,1,1948,p3
1,pleasure,a,1,1104,p3
1,evil,l,1,943,p3
1,hurt,l,1,807,p3
1,joy,a,1,857,p3
1,love,a,1,619,p3
1,happy,a,1,667,p3
1,bad,l,1,762,p3
1,agony,l,1,963,p3
1,nasty,l,1,933,p3
2,white2,a,1,1569,p3
2,white5,a,1,2001,p3
2,black1,l,1,1348,p3
2,white4,a,1,1552,p3
2,white1,a,1,1219,p3
2,white3,a,1,931,p3
2,black2,l,1,1112,p3
2,black3,l,1,765,p3
2,black4,l,1,625,p3
2,black5,l,1,619,p3
3,white3,a,1,1260,p3
3,bad,l,1,1220,p3
3,evil,l,1,860,p3
3,white4,a,1,1289,p3
3,good,a,1,801,p3
3,joy,a,1,699,p3
3,pleasure,a,1,576,p3
3,love,a,1,628,p3
3,agony,l,1,854,p3
3,white1,a,1,1436,p3
3,black4,l,1,756,p3
3,nasty,l,1,846,p3
3,black3,l,1,743,p3
3,happy,a,1,698,p3
3,black2,l,1,777,p3
3,hurt,l,1,651,p3
3,white5,a,1,642,p3
3,black5,l,1,642,p3
3,white2,a,1,704,p3
3,black1,l,1,574,p3
4,black3,a,1,849,p3
4,black5,a,1,635,p3
4,white4,l,1,729,p3
4,black2,a,1,663,p3
4,white2,l,1,571,p3
4,black1,a,1,625,p3
4,black4,a,1,791,p3
4,white5,l,1,572,p3
4,white1,l,1,751,p3
4,white3,l,1,780,p3
5,good,a,1,1102,p3
5,black4,a,1,787,p3
5,black2,a,1,1005,p3
5,happy,a,1,627,p3
5,joy,a,1,695,p3
5,white2,l,1,1309,p3
5,love,a,1,1072,p3
5,pleasure,a,1,800,p3
5,black5,a,1,1074,p3
5,agony,l,1,761,p3
5,white3,l,1,1306,p3
5,black1,a,1,1033,p3
5,black3,a,1,738,p3
5,nasty,l,1,869,p3
5,white1,l,1,948,p3
5,white4,l,1,688,p3
5,hurt,l,1,685,p3
5,evil,l,1,940,p3
5,bad,l,1,910,p3
5,white5,l,1,861,p3
1,evil,l,1,1409,p4
1,happy,a,1,729,p4
1,love,a,1,645,p4
1,good,a,1,528,p4
1,agony,l,1,730,p4
1,nasty,l,1,579,p4
1,hurt,l,1,545,p4
1,bad,l,1,518,p4
1,pleasure,a,1,521,p4
1,joy,a,1,511,p4
2,black1,a,0,4253,p4
2,black3,l,1,1498,p4
2,white5,l,0,1575,p4
2,black2,l,1,1473,p4
2,black5,a,0,2696,p4
2,white3,l,0,2836,p4
2,white2,a,1,2932,p4
2,black4,a,0,1038,p4
2,white4,a,1,1072,p4
2,white1,l,0,1836,p4
3,hurt,l,1,943,p4
3,white1,l,0,2167,p4
3,white5,a,1,1428,p4
3,white3,a,1,3681,p4
3,black3,a,0,2461,p4
3,white4,a,1,2330,p4
3,evil,l,1,782,p4
3,black2,a,0,1688,p4
3,joy,a,1,1217,p4
3,nasty,l,1,821,p4
3,pleasure,a,1,755,p4
3,black1,a,0,1897,p4
3,good,a,1,1289,p4
3,white2,a,1,892,p4
3,black4,l,1,1458,p4
3,black5,l,1,1121,p4
3,love,a,1,827,p4
3,bad,l,1,1054,p4
3,agony,l,1,725,p4
3,happy,a,1,581,p4
4,white2,a,0,1526,p4
4,black4,a,1,1928,p4
4,black2,a,1,1167,p4
4,black5,a,1,509,p4
4,black3,a,1,498,p4
4,white5,a,0,425,p4
4,black1,a,1,1041,p4
4,white4,a,0,626,p4
4,white3,l,1,3643,p4
4,white1,l,1,1759,p4
5,black1,a,1,1668,p4
5,black4,l,0,1758,p4
5,white3,a,0,1253,p4
5,white5,a,0,1172,p4
5,black3,a,1,1571,p4
5,evil,l,1,936,p4
5,good,a,1,815,p4
5,white4,a,0,1389,p4
5,happy,a,1,600,p4
5,hurt,l,1,865,p4
5,black5,a,1,953,p4
5,pleasure,a,1,667,p4
5,nasty,l,1,718,p4
5,agony,l,1,887,p4
5,white1,a,0,1001,p4
5,white2,a,0,1374,p4
5,love,a,1,736,p4
5,black2,a,1,947,p4
5,joy,a,1,599,p4
5,bad,l,1,682,p4
1,love,a,1,1868,p5
1,good,a,1,1225,p5
1,agony,l,1,1033,p5
1,bad,l,1,1185,p5
1,joy,a,1,868,p5
1,nasty,l,1,778,p5
1,happy,a,1,627,p5
1,hurt,l,1,654,p5
1,evil,l,1,651,p5
1,pleasure,a,1,612,p5
2,white1,a,1,1613,p5
2,black5,l,1,931,p5
2,white3,a,1,729,p5
2,white4,a,1,724,p5
2,black3,l,1,787,p5
2,black1,l,1,1349,p5
2,white2,a,1,793,p5
2,black2,l,1,921,p5
2,white5,a,1,676,p5
2,black4,l,1,750,p5
3,pleasure,a,1,4418,p5
3,happy,a,1,1003,p5
3,hurt,l,1,1529,p5
3,black3,l,1,2416,p5
3,black5,l,1,1640,p5
3,white2,a,1,1167,p5
3,white3,a,1,1122,p5
3,good,a,1,1684,p5
3,love,a,1,1219,p5
3,bad,l,1,1088,p5
3,agony,l,1,681,p5
3,evil,l,1,520,p5
3,white5,a,1,1669,p5
3,white4,a,1,948,p5
3,black2,l,1,1101,p5
3,white1,a,1,988,p5
3,black4,l,1,838,p5
3,black1,l,1,942,p5
3,nasty,l,1,2039,p5
3,joy,a,1,1177,p5
4,black3,a,1,1394,p5
4,black5,a,1,795,p5
4,white3,l,1,1072,p5
4,white1,l,1,1155,p5
4,black4,a,1,1076,p5
4,white5,l,1,1085,p5
4,white4,l,1,942,p5
4,white2,l,1,951,p5
4,black2,a,1,1015,p5
4,black1,a,1,708,p5
5,white2,l,1,1042,p5
5,white3,l,1,779,p5
5,black2,a,1,677,p5
5,black1,a,1,739,p5
5,evil,l,1,1156,p5
5,hurt,l,1,730,p5
5,black3,a,1,988,p5
5,black4,a,1,897,p5
5,black5,a,1,794,p5
5,agony,l,1,999,p5
5,nasty,l,1,1366,p5
5,white5,l,1,1315,p5
5,white1,l,1,958,p5
5,happy,a,1,1108,p5
5,joy,a,1,933,p5
5,love,a,1,1285,p5
5,pleasure,a,1,1358,p5
5,good,a,1,766,p5
5,white4,l,1,1705,p5
5,bad,l,1,765,p5
1,bad,l,1,1978,p6
1,hurt,l,1,716,p6
1,joy,a,1,442,p6
1,love,a,1,438,p6
1,pleasure,a,1,494,p6
1,agony,l,1,412,p6
1,nasty,l,1,879,p6
1,evil,l,1,445,p6
1,good,a,1,454,p6
1,happy,a,1,430,p6
2,white2,a,1,1005,p6
2,white1,a,1,738,p6
2,black2,l,1,694,p6
2,black4,l,1,546,p6
2,black1,l,1,604,p6
2,white3,a,1,510,p6
2,black3,l,1,533,p6
2,white5,a,1,553,p6
2,black5,l,1,483,p6
2,white4,a,1,570,p6
3,black2,l,1,986,p6
3,white3,a,1,543,p6
3,white2,a,1,692,p6
3,white5,a,1,703,p6
3,agony,l,1,932,p6
3,black1,l,1,593,p6
3,good,a,1,652,p6
3,black5,l,1,568,p6
3,pleasure,a,1,596,p6
3,hurt,l,1,520,p6
3,bad,l,1,738,p6
3,white1,a,1,549,p6
3,joy,a,1,554,p6
3,love,a,1,718,p6
3,nasty,l,1,429,p6
3,black3,l,1,532,p6
3,white4,a,1,496,p6
3,evil,l,1,511,p6
3,black4,l,1,476,p6
3,happy,a,1,571,p6
4,white4,l,1,1632,p6
4,white1,l,1,602,p6
4,black5,a,1,1763,p6
4,black2,a,1,633,p6
4,white2,l,1,491,p6
4,black3,a,1,622,p6
4,black4,a,1,399,p6
4,white3,l,1,489,p6
4,black1,a,1,334,p6
4,white5,l,1,440,p6
5,nasty,l,1,657,p6
5,white3,l,1,518,p6
5,hurt,l,1,1233,p6
5,black3,a,1,832,p6
5,love,a,1,1325,p6
5,pleasure,a,1,547,p6
5,white1,l,1,761,p6
5,white5,l,1,515,p6
5,good,a,1,553,p6
5,white2,l,1,444,p6
5,bad,l,1,645,p6
5,black4,a,1,461,p6
5,white4,l,1,471,p6
5,happy,a,1,412,p6
5,agony,l,1,447,p6
5,joy,a,1,484,p6
5,black5,a,1,539,p6
5,black2,a,1,623,p6
5,black1,a,1,479,p6
5,evil,l,1,534,p6
1,bad,l,1,1408,p7
1,evil,l,1,1662,p7
1,pleasure,a,1,1264,p7
1,nasty,l,1,2423,p7
1,happy,a,1,778,p7
1,hurt,l,1,1057,p7
1,joy,a,1,872,p7
1,good,a,1,654,p7
1,love,a,1,798,p7
1,agony,l,1,1808,p7
2,black1,l,1,1295,p7
2,white3,l,0,1321,p7
2,black2,l,1,1666,p7
2,black3,l,1,1331,p7
2,white1,l,0,1479,p7
2,black4,l,1,1051,p7
2,white2,a,1,1020,p7
2,white5,a,1,1578,p7
2,black5,l,1,850,p7
2,white4,a,1,1587,p7
3,nasty,l,1,1477,p7
3,pleasure,a,1,809,p7
3,white4,a,1,1326,p7
3,hurt,l,1,969,p7
3,black4,l,1,1320,p7
3,black3,l,1,1151,p7
3,evil,l,1,1016,p7
3,bad,l,1,763,p7
3,love,a,1,724,p7
3,black2,l,1,1458,p7
3,happy,a,1,721,p7
3,white5,a,1,1267,p7
3,joy,a,1,845,p7
3,black5,l,1,658,p7
3,good,a,1,702,p7
3,agony,l,1,906,p7
3,white3,a,1,1327,p7
3,white1,a,1,1200,p7
3,white2,a,1,773,p7
3,black1,l,1,594,p7
4,white2,l,1,970,p7
4,white1,l,1,863,p7
4,white4,l,1,1083,p7
4,black1,a,1,877,p7
4,black3,a,1,776,p7
4,black5,a,1,715,p7
4,white3,a,0,1565,p7
4,white5,l,1,1577,p7
4,black2,a,1,732,p7
4,black4,a,1,1045,p7
5,pleasure,a,1,1692,p7
5,love,a,1,1194,p7
5,happy,a,1,1073,p7
5,black4,a,1,1154,p7
5,white5,l,1,897,p7
5,black2,a,1,1065,p7
5,agony,a,0,1594,p7
5,white4,l,1,1379,p7
5,white1,l,1,1178,p7
5,white2,l,1,1143,p7
5,black1,a,1,863,p7
5,nasty,l,1,2058,p7
5,black5,a,1,1133,p7
5,bad,l,1,1561,p7
5,joy,a,1,1917,p7
5,evil,l,1,1662,p7
5,black3,a,1,1311,p7
5,white3,l,1,1946,p7
5,hurt,l,1,1672,p7
5,good,a,1,1110,p7
1,agony,l,1,3058,p8
1,happy,a,1,1087,p8
1,bad,l,1,1034,p8
1,good,a,1,900,p8
1,love,a,1,967,p8
1,evil,l,1,1037,p8
1,hurt,l,1,853,p8
1,pleasure,a,1,1093,p8
1,nasty,l,1,906,p8
1,joy,a,1,768,p8
2,white3,a,1,1519,p8
2,white2,a,1,1410,p8
2,black4,l,1,828,p8
2,black1,l,1,940,p8
2,white4,a,1,923,p8
2,black5,l,1,700,p8
2,white1,a,1,922,p8
2,white5,l,0,589,p8
2,black2,l,1,1010,p8
2,black3,l,1,834,p8
3,black1,l,1,5096,p8
3,good,a,1,1123,p8
3,white5,a,1,1207,p8
3,black3,l,1,580,p8
3,nasty,l,1,898,p8
3,white2,a,1,1416,p8
3,black2,l,1,1209,p8
3,happy,a,1,786,p8
3,agony,l,1,1422,p8
3,love,a,1,564,p8
3,joy,a,1,603,p8
3,black4,l,1,634,p8
3,white4,a,1,616,p8
3,bad,l,1,967,p8
3,white3,a,1,709,p8
3,hurt,l,1,1030,p8
3,white1,a,1,579,p8
3,evil,l,1,557,p8
3,black5,l,1,593,p8
3,pleasure,a,1,668,p8
4,white4,l,1,1127,p8
4,black4,a,1,779,p8
4,white2,l,1,1582,p8
4,black5,a,1,1376,p8
4,black3,a,1,1595,p8
4,white1,l,1,1652,p8
4,black1,a,1,1558,p8
4,black2,l,0,1374,p8
4,white5,l,1,3443,p8
4,white3,l,1,808,p8
5,white2,l,1,1621,p8
5,black2,a,1,950,p8
5,love,a,1,2169,p8
5,black5,a,1,1443,p8
5,white1,l,1,939,p8
5,hurt,l,1,1331,p8
5,white5,l,1,1331,p8
5,black4,a,1,607,p8
5,black1,a,1,641,p8
5,pleasure,l,0,880,p8
5,evil,l,1,2775,p8
5,white3,l,1,780,p8
5,bad,l,1,1451,p8
5,white4,l,1,637,p8
5,happy,a,1,610,p8
5,good,a,1,443,p8
5,joy,a,1,575,p8
5,agony,l,1,805,p8
5,nasty,l,1,735,p8
5,black3,a,1,719,p8
1,hurt,l,1,6049,p9
1,happy,a,1,1177,p9
1,pleasure,a,1,1309,p9
1,agony,l,1,1424,p9
1,love,a,1,2940,p9
1,bad,l,1,2114,p9
1,good,a,1,845,p9
1,evil,l,1,1442,p9
1,nasty,l,1,1597,p9
1,joy,a,1,815,p9
2,white3,a,1,2960,p9
2,white4,a,1,2449,p9
2,black4,l,1,1490,p9
2,black2,l,1,965,p9
2,black1,l,1,1555,p9
2,black5,l,1,939,p9
2,black3,l,1,1658,p9
2,white1,a,1,893,p9
2,white2,a,1,771,p9
2,white5,a,1,765,p9
3,pleasure,a,1,3219,p9
3,white3,a,1,1706,p9
3,happy,a,1,1171,p9
3,white1,a,1,1163,p9
3,agony,l,1,1091,p9
3,joy,a,1,694,p9
3,black4,l,1,873,p9
3,nasty,l,1,895,p9
3,black5,l,1,868,p9
3,bad,l,1,930,p9
3,white2,a,1,734,p9
3,black2,l,1,667,p9
3,hurt,l,1,958,p9
3,black1,l,1,965,p9
3,white5,a,1,793,p9
3,good,a,1,1554,p9
3,love,a,1,6876,p9
3,white4,a,1,1222,p9
3,black3,l,1,759,p9
3,evil,l,1,830,p9
4,white3,l,1,5447,p9
4,white5,l,1,4799,p9
4,white4,l,1,2493,p9
4,black3,a,1,834,p9
4,black5,a,1,1898,p9
4,black4,a,1,1559,p9
4,white1,l,1,2409,p9
4,white2,l,1,1616,p9
4,black1,a,1,1009,p9
4,black2,a,1,606,p9
5,black2,a,1,2591,p9
5,white4,l,1,1910,p9
5,white2,l,1,3810,p9
5,happy,a,1,1817,p9
5,love,a,1,1490,p9
5,pleasure,a,1,1318,p9
5,joy,a,1,1122,p9
5,white1,a,0,2683,p9
5,agony,l,1,5547,p9
5,hurt,l,1,1075,p9
5,black3,a,1,1741,p9
5,white5,l,1,1941,p9
5,nasty,l,1,1449,p9
5,white3,l,1,1615,p9
5,bad,l,1,3392,p9
5,evil,l,1,1483,p9
5,black1,a,1,1541,p9
5,black4,a,1,1299,p9
5,black5,a,1,877,p9
5,good,a,1,2287,p9
1,nasty,l,1,1606,p10
1,happy,a,1,889,p10
1,bad,l,1,725,p10
1,agony,l,1,872,p10
1,pleasure,a,1,607,p10
1,evil,l,1,752,p10
1,joy,a,1,600,p10
1,good,a,1,821,p10
1,hurt,l,1,690,p10
1,love,a,1,715,p10
2,white2,a,1,2852,p10
2,white1,a,1,2065,p10
2,white4,a,1,1619,p10
2,black4,l,1,1047,p10
2,white3,l,0,1188,p10
2,black5,l,1,1457,p10
2,black1,l,1,1541,p10
2,white5,a,1,1347,p10
2,black2,l,1,1267,p10
2,black3,l,1,1494,p10
3,black3,l,1,1639,p10
3,evil,l,1,1357,p10
3,pleasure,a,1,1242,p10
3,white4,a,1,2207,p10
3,nasty,l,1,1296,p10
3,white1,a,1,2493,p10
3,black1,l,1,946,p10
3,love,a,1,1133,p10
3,good,a,1,910,p10
3,black2,l,1,712,p10
3,bad,l,1,3416,p10
3,happy,a,1,2463,p10
3,hurt,l,1,1562,p10
3,white5,a,1,1541,p10
3,joy,a,1,1139,p10
3,white2,a,1,1458,p10
3,white3,a,1,1126,p10
3,black5,l,1,1189,p10
3,black4,l,1,1907,p10
3,agony,l,1,3700,p10
4,black4,l,0,7044,p10
4,white1,l,1,4351,p10
4,white2,l,1,4344,p10
4,black2,a,1,1531,p10
4,white4,l,1,3149,p10
4,white5,l,1,1759,p10
4,black5,a,1,1753,p10
4,black3,a,1,1404,p10
4,black1,a,1,1173,p10
4,white3,l,1,887,p10
5,black5,a,1,1521,p10
5,joy,a,1,1837,p10
5,bad,l,1,1261,p10
5,white1,l,1,1880,p10
5,agony,l,1,1177,p10
5,evil,l,1,2819,p10
5,black4,a,1,1091,p10
5,good,l,0,1544,p10
5,white2,l,1,1646,p10
5,pleasure,a,1,1786,p10
5,black3,a,1,944,p10
5,black1,a,1,1304,p10
5,nasty,l,1,1216,p10
5,white3,l,1,1214,p10
5,hurt,l,1,1123,p10
5,love,a,1,674,p10
5,black2,a,1,989,p10
5,white4,l,1,603,p10
5,white5,l,1,1172,p10
5,happy,a,1,1014,p10
1,bad,l,1,4460,p11
1,pleasure,a,1,1064,p11
1,nasty,l,1,904,p11
1,evil,l,1,725,p11
1,hurt,l,1,977,p11
1,love,a,1,723,p11
1,agony,l,1,768,p11
1,happy,a,1,642,p11
1,good,a,1,659,p11
1,joy,a,1,802,p11
2,white5,a,1,1743,p11
2,black4,l,1,1164,p11
2,black3,l,1,654,p11
2,white1,a,1,734,p11
2,white3,a,1,722,p11
2,black2,l,1,686,p11
2,black5,l,1,612,p11
2,black1,l,1,926,p11
2,white2,a,1,619,p11
2,white4,a,1,603,p11
3,black2,l,1,2612,p11
3,white4,a,1,1004,p11
3,good,a,1,1669,p11
3,black1,l,1,2043,p11
3,pleasure,a,1,963,p11
3,happy,a,1,974,p11
3,white2,a,1,729,p11
3,black5,l,1,676,p11
3,white1,a,1,748,p11
3,black3,l,1,888,p11
3,evil,l,1,765,p11
3,nasty,l,1,690,p11
3,hurt,l,1,743,p11
3,bad,l,1,667,p11
3,love,a,1,715,p11
3,white5,a,1,727,p11
3,white3,a,1,517,p11
3,joy,a,1,650,p11
3,agony,l,1,705,p11
3,black4,l,1,767,p11
4,black4,a,1,2230,p11
4,white3,l,1,829,p11
4,black1,a,1,886,p11
4,white5,l,1,644,p11
4,white1,l,1,548,p11
4,black2,a,1,744,p11
4,white2,l,1,796,p11
4,black5,a,1,918,p11
4,white4,l,1,1466,p11
4,black3,a,1,793,p11
5,black4,a,1,2432,p11
5,nasty,a,0,1071,p11
5,white1,l,1,1422,p11
5,black1,a,1,1431,p11
5,evil,l,1,999,p11
5,good,l,0,1002,p11
5,black5,a,1,1834,p11
5,pleasure,a,1,1010,p11
5,joy,a,1,794,p11
5,white4,l,1,1460,p11
5,bad,l,1,1411,p11
5,white5,l,1,1276,p11
5,love,a,1,1619,p11
5,black2,a,1,922,p11
5,happy,a,1,807,p11
5,hurt,l,1,1145,p11
5,white2,l,1,1340,p11
5,white3,l,1,744,p11
5,agony,l,1,1372,p11
5,black3,a,1,1358,p11
1,joy,a,1,872,p12
1,hurt,l,1,823,p12
1,love,a,1,656,p12
1,good,a,1,567,p12
1,evil,l,1,633,p12
1,happy,a,1,459,p12
1,agony,l,1,506,p12
1,pleasure,a,1,430,p12
1,bad,l,1,551,p12
1,nasty,l,1,532,p12
2,black4,l,1,1204,p12
2,white3,a,1,904,p12
2,black5,l,1,610,p12
2,black1,l,1,571,p12
2,black2,l,1,984,p12
2,white4,a,1,961,p12
2,black3,l,1,635,p12
2,white1,a,1,900,p12
2,white2,a,1,890,p12
2,white5,a,1,881,p12
3,white2,a,1,898,p12
3,black5,l,1,668,p12
3,black2,l,1,592,p12
3,nasty,l,1,1661,p12
3,happy,a,1,796,p12
3,white1,a,1,1073,p12
3,hurt,l,1,1076,p12
3,bad,l,1,995,p12
3,white4,a,1,868,p12
3,agony,l,1,779,p12
3,evil,l,1,686,p12
3,joy,a,1,596,p12
3,black3,l,1,783,p12
3,pleasure,a,1,585,p12
3,love,a,1,557,p12
3,black1,l,1,720,p12
3,white3,a,1,1180,p12
3,white5,a,1,742,p12
3,good,a,1,482,p12
3,black4,l,1,673,p12
4,white3,l,1,881,p12
4,white1,l,1,623,p12
4,black1,a,1,633,p12
4,black4,a,1,585,p12
4,white2,l,1,687,p12
4,white5,l,1,547,p12
4,black3,a,1,590,p12
4,black2,a,1,572,p12
4,black5,a,1,1067,p12
4,white4,l,1,634,p12
5,nasty,l,1,1726,p12
5,black4,a,1,898,p12
5,black5,a,1,566,p12
5,white2,l,1,1722,p12
5,white5,l,1,767,p12
5,joy,a,1,1301,p12
5,black2,a,1,910,p12
5,love,a,1,779,p12
5,agony,l,1,925,p12
5,white1,l,1,770,p12
5,bad,l,1,861,p12
5,pleasure,a,1,667,p12
5,white3,l,1,778,p12
5,black1,a,1,613,p12
5,evil,l,1,766,p12
5,white4,l,1,601,p12
5,hurt,l,1,598,p12
5,good,a,1,564,p12
5,black3,a,1,775,p12
5,happy,a,1,603,p12
1,pleasure,a,1,1575,p13
1,happy,a,1,1138,p13
1,joy,a,1,709,p13
1,love,a,1,723,p13
1,hurt,l,1,1135,p13
1,nasty,l,1,801,p13
1,bad,l,1,698,p13
1,evil,l,1,667,p13
1,agony,l,1,841,p13
1,good,a,1,994,p13
2,white4,a,1,1883,p13
2,black5,l,1,723,p13
2,white3,a,1,2014,p13
2,black3,l,1,1231,p13
2,white5,a,1,3288,p13
2,black2,l,1,857,p13
2,white1,a,1,1660,p13
2,black4,l,1,625,p13
2,white2,a,1,1627,p13
2,black1,l,1,746,p13
3,black2,l,1,1251,p13
3,black4,l,1,990,p13
3,good,a,1,856,p13
3,white4,a,1,1071,p13
3,happy,a,1,675,p13
3,hurt,l,1,789,p13
3,agony,a,0,982,p13
3,black5,l,1,2415,p13
3,white1,a,1,1448,p13
3,bad,l,1,1136,p13
3,white5,a,1,1405,p13
3,nasty,l,1,774,p13
3,white3,a,1,999,p13
3,pleasure,a,1,735,p13
3,evil,l,1,635,p13
3,joy,a,1,686,p13
3,white2,a,1,1339,p13
3,black3,l,1,1000,p13
3,black1,l,1,673,p13
3,love,a,1,929,p13
4,black3,a,1,1579,p13
4,white1,l,1,2204,p13
4,black1,a,1,1324,p13
4,white4,l,1,858,p13
4,white5,l,1,1120,p13
4,black5,a,1,1004,p13
4,white3,l,1,909,p13
4,white2,l,1,884,p13
4,black2,a,1,849,p13
4,black4,a,1,762,p13
5,black3,a,1,945,p13
5,joy,a,1,1572,p13
5,white3,l,1,1493,p13
5,agony,l,1,1524,p13
5,good,a,1,848,p13
5,white5,l,1,992,p13
5,white1,l,1,769,p13
5,bad,l,1,1065,p13
5,love,a,1,783,p13
5,nasty,l,1,865,p13
5,black2,a,1,788,p13
5,evil,l,1,941,p13
5,happy,a,1,721,p13
5,white4,l,1,1086,p13
5,black5,a,1,1036,p13
5,black1,a,1,715,p13
5,white2,l,1,800,p13
5,black4,a,1,682,p13
5,hurt,l,1,768,p13
5,pleasure,a,1,715,p13
1,happy,a,1,815,p14
1,joy,a,1,687,p14
1,pleasure,a,1,537,p14
1,love,a,1,482,p14
1,agony,l,1,553,p14
1,nasty,l,1,489,p14
1,evil,l,1,554,p14
1,bad,l,1,482,p14
1,good,a,1,428,p14
1,hurt,l,1,590,p14
2,black3,l,1,1138,p14
2,white4,a,1,1487,p14
2,white1,a,1,1212,p14
2,black4,l,1,557,p14
2,white2,a,1,1193,p14
2,white3,a,1,942,p14
2,black5,l,1,550,p14
2,white5,a,1,802,p14
2,black2,l,1,799,p14
2,black1,l,1,812,p14
3,bad,l,1,2502,p14
3,black3,l,1,1385,p14
3,white3,a,1,683,p14
3,black2,l,1,897,p14
3,white1,a,1,639,p14
3,evil,l,1,695,p14
3,black5,l,1,705,p14
3,good,a,1,682,p14
3,black1,l,1,722,p14
3,white2,a,1,842,p14
3,black4,l,1,646,p14
3,agony,l,1,846,p14
3,nasty,l,1,479,p14
3,white4,a,1,612,p14
3,joy,a,1,716,p14
3,hurt,l,1,628,p14
3,happy,a,1,516,p14
3,white5,a,1,909,p14
3,pleasure,a,1,647,p14
3,love,a,1,503,p14
4,black2,a,1,1628,p14
4,black1,a,1,3251,p14
4,white1,l,1,3074,p14
4,black3,a,1,1071,p14
4,white2,l,1,981,p14
4,black4,a,1,1096,p14
4,white5,l,1,858,p14
4,black5,a,1,1157,p14
4,white3,l,1,855,p14
4,white4,l,1,742,p14
5,joy,a,1,1381,p14
5,pleasure,a,1,1093,p14
5,white3,l,1,1163,p14
5,good,a,1,1294,p14
5,black1,a,1,1667,p14
5,black4,a,1,618,p14
